Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,0.8867620940000052,,,001,,2018_Sep_10_1339,TBPMnBack,60.14857311080418,
,,,,,,,,t,1.0342665719999786,001,,2018_Sep_10_1339,TBPMnBack,60.14857311080418,
