practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,0.5861942730007286,,,001,,2018_Sep_10_1341,TBPMnBack,60.23182748531442,
,,,,,,,,t,1.24985642700085,001,,2018_Sep_10_1341,TBPMnBack,60.23182748531442,
