condsFile,readyMsg,stimFile,Valence,conditionsLoop.thisRepN,conditionsLoop.thisTrialN,conditionsLoop.thisN,conditionsLoop.thisIndex,experimentalLoop.thisRepN,experimentalLoop.thisTrialN,experimentalLoop.thisN,experimentalLoop.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,respTask.keys,respTask.rt,session,participant,date,expName,frameRate,
positiveBlock.csv,Pronto,stims/1720.jpg,Positive,0,1,1,2,0,1,1,0,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4608.jpg,Positive,0,1,1,2,0,2,2,4,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8041.jpg,Positive,0,1,1,2,0,3,3,25,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7330.jpg,Positive,0,1,1,2,0,4,4,14,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7350.jpg,Positive,0,1,1,2,0,5,5,16,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/5628.jpg,Positive,0,1,1,2,0,6,6,12,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7402.jpg,Positive,0,1,1,2,0,7,7,18,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4534.jpg,Positive,0,1,1,2,0,8,8,3,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7475.jpg,Positive,0,1,1,2,0,9,9,22,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7351.jpg,Positive,0,1,1,2,0,10,10,17,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8502.jpg,Positive,0,1,1,2,0,11,11,31,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/2240.jpg,Positive,0,1,1,2,0,12,12,1,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7340.jpg,Positive,0,1,1,2,0,13,13,15,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7430.jpg,Positive,0,1,1,2,0,14,14,19,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4611.jpg,Positive,0,1,1,2,0,15,15,5,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8090.jpg,Positive,0,1,1,2,0,16,16,26,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7481.jpg,Positive,0,1,1,2,0,17,17,24,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/5270.jpg,Positive,0,1,1,2,0,18,18,10,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7460.jpg,Positive,0,1,1,2,0,19,19,21,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/5622.jpg,Positive,0,1,1,2,0,20,20,11,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8380.jpg,Positive,0,1,1,2,0,21,21,28,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8540.jpg,Positive,0,1,1,2,0,22,22,32,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8200.jpg,Positive,0,1,1,2,0,23,23,27,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7450.jpg,Positive,0,1,1,2,0,24,24,20,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7230.jpg,Positive,0,1,1,2,0,25,25,13,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/7480.jpg,Positive,0,1,1,2,0,26,26,23,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8470.jpg,Positive,0,1,1,2,0,27,27,29,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4653.jpg,Positive,0,1,1,2,0,28,28,8,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4651.jpg,Positive,0,1,1,2,0,29,29,7,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4656.jpg,Positive,0,1,1,2,0,30,30,9,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/8500.jpg,Positive,0,1,1,2,0,31,31,30,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4640.jpg,Positive,0,1,1,2,0,32,32,6,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,,,0,1,1,2,,,,,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/5535.jpg,Negative,0,2,2,0,0,0,0,10,,,,,,,t,16.964160364001145,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4003.jpg,Negative,0,2,2,0,0,1,1,4,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4000.jpg,Negative,0,2,2,0,0,2,2,2,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4525.jpg,Negative,0,2,2,0,0,3,3,8,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/2850.jpg,Negative,0,2,2,0,0,4,4,1,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4001.jpg,Negative,0,2,2,0,0,5,5,3,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4180.jpg,Negative,0,2,2,0,0,6,6,5,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7820.jpg,Negative,0,2,2,0,0,7,7,17,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7190.jpg,Negative,0,2,2,0,0,8,8,14,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4490.jpg,Negative,0,2,2,0,0,9,9,6,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7830.jpg,Negative,0,2,2,0,0,10,10,18,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/6314.jpg,Negative,0,2,2,0,0,11,11,11,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4530.jpg,Negative,0,2,2,0,0,12,12,9,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/8116.jpg,Negative,0,2,2,0,0,13,13,20,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/4520.jpg,Negative,0,2,2,0,0,14,14,7,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/9045.jpg,Negative,0,2,2,0,0,15,15,21,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7180.jpg,Negative,0,2,2,0,0,16,16,13,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7237.jpg,Negative,0,2,2,0,0,17,17,15,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7496.jpg,Negative,0,2,2,0,0,18,18,16,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/2312.jpg,Negative,0,2,2,0,0,19,19,0,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/8050.jpg,Negative,0,2,2,0,0,20,20,19,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,stims/7130.jpg,Negative,0,2,2,0,0,21,21,12,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
negativeBlock.csv,Pronto,,,0,2,2,0,,,,,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/6314.jpg,Neutral,0,3,3,1,0,0,0,11,,,,,,,t,4.788499370999489,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/9045.jpg,Neutral,0,3,3,1,0,1,1,21,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/2312.jpg,Neutral,0,3,3,1,0,2,2,0,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7190.jpg,Neutral,0,3,3,1,0,3,3,14,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7180.jpg,Neutral,0,3,3,1,0,4,4,13,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4180.jpg,Neutral,0,3,3,1,0,5,5,5,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4000.jpg,Neutral,0,3,3,1,0,6,6,2,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4520.jpg,Neutral,0,3,3,1,0,7,7,7,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4530.jpg,Neutral,0,3,3,1,0,8,8,9,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7496.jpg,Neutral,0,3,3,1,0,9,9,16,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7237.jpg,Neutral,0,3,3,1,0,10,10,15,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4490.jpg,Neutral,0,3,3,1,0,11,11,6,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/5535.jpg,Neutral,0,3,3,1,0,12,12,10,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7130.jpg,Neutral,0,3,3,1,0,13,13,12,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4525.jpg,Neutral,0,3,3,1,0,14,14,8,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7830.jpg,Neutral,0,3,3,1,0,15,15,18,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/2850.jpg,Neutral,0,3,3,1,0,16,16,1,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/8050.jpg,Neutral,0,3,3,1,0,17,17,19,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4003.jpg,Neutral,0,3,3,1,0,18,18,4,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/4001.jpg,Neutral,0,3,3,1,0,19,19,3,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/8116.jpg,Neutral,0,3,3,1,0,20,20,20,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,stims/7820.jpg,Neutral,0,3,3,1,0,21,21,17,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
NeutralBlock.csv,Pronto,,,0,3,3,1,,,,,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
