condsFile,readyMsg,stimFile,Valence,conditionsLoop.thisRepN,conditionsLoop.thisTrialN,conditionsLoop.thisN,conditionsLoop.thisIndex,experimentalLoop.thisRepN,experimentalLoop.thisTrialN,experimentalLoop.thisN,experimentalLoop.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,respTask.keys,respTask.rt,session,participant,date,expName,frameRate,
,,,,,,,,,,,,t,0.5987051620031707,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
,,,,,,,,,,,,,,t,1.4663030810006603,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
,,,,,,,,,,,,,,,,t,3.030110228999547,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/001.i.jpg,Practice,0,0,0,3,0,0,0,0,,,,,,,t,1.7822533170001407,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/014.i.jpg,Practice,0,0,0,3,0,1,1,13,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/011.i.jpg,Practice,0,0,0,3,0,2,2,10,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/010.i.jpg,Practice,0,0,0,3,0,3,3,9,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/018.i.jpg,Practice,0,0,0,3,0,4,4,17,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/004.i.jpg,Practice,0,0,0,3,0,5,5,3,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/013.i.jpg,Practice,0,0,0,3,0,6,6,12,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/016.i.jpg,Practice,0,0,0,3,0,7,7,15,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/012.i.jpg,Practice,0,0,0,3,0,8,8,11,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/007.i.jpg,Practice,0,0,0,3,0,9,9,6,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/017.i.jpg,Practice,0,0,0,3,0,10,10,16,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/006.i.jpg,Practice,0,0,0,3,0,11,11,5,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/002.i.jpg,Practice,0,0,0,3,0,12,12,1,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/008.i.jpg,Practice,0,0,0,3,0,13,13,7,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/003.i.jpg,Practice,0,0,0,3,0,14,14,2,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/020.i.jpg,Practice,0,0,0,3,0,15,15,19,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/021.i.jpg,Practice,0,0,0,3,0,16,16,20,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/015.i.jpg,Practice,0,0,0,3,0,17,17,14,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/005.i.jpg,Practice,0,0,0,3,0,18,18,4,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/009.i.jpg,Practice,0,0,0,3,0,19,19,8,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/022.i.jpg,Practice,0,0,0,3,0,20,20,21,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,stims/019.i.jpg,Practice,0,0,0,3,0,21,21,18,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
practiceBlock.csv,Pronto,,,0,0,0,3,,,,,,,,,,,,,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
positiveBlock.csv,Pronto,stims/4531.jpg,Positive,0,1,1,2,0,0,0,2,,,,,,,t,4.858482682997419,001,,2018_Sep_10_1523,TBPMnBack,60.09801023907063,
