Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,0.5059173209992878,,,001,,2018_Sep_10_1136,TBPMnBack,60.27509662637229,
,,,,,,,,t,0.768317632999242,001,,2018_Sep_10_1136,TBPMnBack,60.27509662637229,
