Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,0.8463573400003952,,,001,,2018_Sep_10_1136,TBPMnBack,59.99055280751322,
,,,,,,,,t,0.6014903309987858,001,,2018_Sep_10_1136,TBPMnBack,59.99055280751322,
