practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,1.5759755299986864,,,001,,2018_Sep_10_1517,TBPMnBack,59.96955177896425,
,,,,,,,,t,1.3977099869989615,001,,2018_Sep_10_1517,TBPMnBack,59.96955177896425,
