key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
t,1.5301029980000749,,,001,,2018_Sep_10_1532,TBPMnBack,60.22494184386232,
,,t,1.8339801000001899,001,,2018_Sep_10_1532,TBPMnBack,60.22494184386232,
