practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,stimFile,Valence,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,session,participant,date,expName,frameRate,
,,,,,,t,4.624344118001318,,,001,,2018_Sep_10_1516,TBPMnBack,60.109386940977245,
,,,,,,,,t,0.7352752330007206,001,,2018_Sep_10_1516,TBPMnBack,60.109386940977245,
